,joints,markers
237,[ 1.78767609 -1.21479469  1.65944367  2.67496125 -0.28599589  0.37615143  0.39302382  2.77976752 -0.14065944  0.70932002  2.68206117  0.59145259  2.91496892 -1.02664306  0.43178699 -0.52435038  0.380468    0.          0.        ],"[[-2.54332034  3.03929524  2.00954617]
 [-1.79118702  1.25538333  1.6745334 ]]"
238,[-0.53098763 -0.39328898  2.15906307  0.57247881 -0.78061321 -2.90576897 -2.05481573  1.34813455  0.82155596  1.71325156 -2.11753963  0.11154421 -1.08497641  0.55069355  2.78439288  0.91960162  0.29460854  0.          0.        ],"[[-1.71841958  2.30564856  1.52958712]
 [-3.32151817  2.46832034  1.66392921]]"
239,[ 2.9282091  -0.83410964  1.01070989 -2.37474281  0.02791712 -1.45418424  0.93538392  2.23604843  0.52345902  0.81936448 -2.47584477 -0.17700421 -1.71377481 -0.07977097 -2.36308084  0.12468062  0.8585763   0.          0.        ],"[[-3.06673486  2.63888199  2.11254219]
 [-1.46052856  2.01616699  2.01305913]]"
240,[ 3.15874562 -0.0620165   0.35842367 -2.09111076 -0.41710628 -1.86966175 -0.53538853 -2.34516263  0.97516883  0.28240683  2.67968107 -0.76446188 -0.59894833  0.71757737 -1.16572139  0.38964609  1.70269374  0.          0.        ],"[[-3.55553856  2.20638022  2.0312428 ]
 [-2.1760827   1.66852342  2.44222305]]"
241,[ 2.3171323  -1.15718381  2.25914721  0.83552779 -0.07881316  1.86437055 -1.50712086 -2.45094943 -0.63337323 -0.23025153 -1.67408713  0.0433122   2.6860791   1.21398964  0.48385808 -0.08220873  0.71787315  0.          0.        ],"[[-3.50710384  2.07997643  1.34144336]
 [-2.53851529  1.34199698  1.94292272]]"
242,[ 1.49873349 -0.16256411  0.53021729 -2.31911007 -1.04323388  2.41045236 -1.04972823 -1.48245153  0.43763423 -0.02149684 -0.65194538  0.76084642  2.31870499 -0.82703086 -1.29999234  0.98823023 -0.00270729  0.          0.        ],"[[-1.89379715  2.06248671  1.92879304]
 [-3.00726687  1.20402713  2.12030286]]"
243,[ 3.46253192 -1.44373353  2.15440063 -2.31011761 -0.08351669 -0.25590173 -0.39038331 -2.9400188  -0.23473553  0.86260123  0.86210482 -1.96005854  1.01495214  0.58085369 -2.04055458  0.74202612 -0.44098937  0.          0.        ],"[[-3.48344876  1.52111366  1.83085336]
 [-1.89410393  1.48345806  1.00385667]]"
244,[-0.41717751 -0.79232182  1.90863039  1.0071132   0.87923802 -2.16215717 -0.30937592  0.36782597  0.01934808  0.62712699  2.73163755  0.78142075 -1.07965517  1.14493974 -2.86671184  0.7056926   1.34704207  0.          0.        ],"[[-2.42306202  1.3083534   2.02418491]
 [-3.38017279  2.10799554  1.63782735]]"
245,[ 0.68998704 -0.68374255  2.32639687  2.39082048 -0.582752    2.78216069 -0.4323249   1.89000112  0.12311134  1.24361206 -0.38841451 -0.33913655  0.36693992 -0.28983525  0.03265173  0.31039616  0.20722552  0.          0.        ],"[[-2.31370934  2.87531109  1.98384318]
 [-3.32763357  1.20912997  1.43904976]]"
246,[ 2.71612901 -0.29606138  1.09084891 -2.38677712 -1.2929703   0.09651994  0.20811021  1.46207617 -0.5322245   0.93145737  1.86613015 -0.26528432  1.87753989 -0.73627391  2.85099575  0.23713754  0.67289951  0.          0.        ],"[[-2.59208298  2.66418333  2.06230043]
 [-2.16218934  1.04061451  2.10729518]]"
247,[-0.50491404 -0.3291443   1.62687471  0.42489028 -1.0039166  -0.34825064  1.54204311 -0.77215803  0.62323523  0.23501736 -0.20662182 -0.3683092  -2.11376245 -1.20919993  0.7029851   0.47469085  1.91789992  0.          0.        ],"[[-1.60851264  2.60102364  1.28151642]
 [-3.0936985   2.75078681  1.80981525]]"
248,[-2.1409622  -0.62017048  1.38341943 -1.6981058  -0.19901633  0.70243561  0.34488902  0.2711134   1.28901099  0.80359962  1.85973547 -1.52406558  1.86900308 -0.29851568 -2.67911316 -0.31498852 -0.01879009  0.          0.        ],"[[-3.25906549  1.28796354  1.84443047]
 [-1.75116195  1.44176374  1.76594384]]"
249,[-0.82757328 -0.79905276  2.10731601  0.84340152  0.54619268  1.30788251  1.09833913 -1.75618129 -0.57670857  1.73704934 -1.77231561 -0.40899479 -1.34344601  0.71042194  2.41920265  0.59831667  0.1939213   0.          0.        ],"[[-2.49335201  1.43934884  1.96950526]
 [-3.36427579  2.14996896  1.67724047]]"
250,[-0.73964676 -0.8521642   1.15774826  2.0338728   0.47046412 -1.95994164  1.82707496  0.09169912  0.77776561  0.38815482 -1.77410286  0.34061331  1.00526269 -0.499153    0.84340066  0.00423082  0.49791619  0.          0.        ],"[[-1.75529647  1.64066325  1.72825029]
 [-3.25747857  2.73191351  2.05731845]]"
251,[-2.09272074 -0.94236877  2.34070381  0.24734017  0.47338974 -0.76190723 -0.91208562 -0.85407693 -0.31976486  0.58115323  1.22203957 -0.27499008 -0.8255772   0.32690558 -0.33696697  0.43421821  0.27007436  0.          0.        ],"[[-3.15664853  1.77901871  1.93128933]
 [-1.63179349  2.64793393  1.6943399 ]]"
252,[-0.15792166 -1.41666407  2.14737482  1.65020322  0.54604241  2.8210493   0.88218813  1.84347493  0.14750742 -0.3576383  -2.94152273 -0.285275   -1.67410438  1.3071359  -1.04019511  0.10957315  1.87304111  0.          0.        ],"[[-1.70044919  1.25403481  1.28212308]
 [-2.9962482   2.07252717  2.02718035]]"
253,[ 0.33584308 -0.40401518  1.8366235   0.93723551 -1.15733149  0.613587    1.08747248 -2.13262219  0.50662077  1.29909853 -2.81129371 -0.86290864 -1.85220812 -0.13641481 -1.34870583 -0.41193726  1.45570883  0.          0.        ],"[[-1.99170048  3.07565743  1.49340291]
 [-3.19974655  1.93015648  2.11731665]]"
254,[-0.46205319 -1.05808884  1.78801899 -2.66878418  1.76585065  0.42466257 -1.23833046 -0.28235882  1.36291514  2.10095593  0.15473147 -1.80909746  1.37223446  0.97038992 -1.93792396 -0.25956324 -0.26101912  0.          0.        ],"[[-1.75544681  2.13114388  1.18016596]
 [-3.18445716  2.661535    0.94449247]]"
255,[-0.26533162 -0.15871941  0.46868584  0.89090545  0.82350992 -1.61780914  1.98556264  0.55042944 -0.01363661 -0.11259373  1.47080656 -1.32231208  0.76759024 -0.08947037  2.09341643  1.343536    2.1976327   0.          0.        ],"[[-1.68596732  2.11392142  1.79372198]
 [-2.87103597  2.9977051   1.68064419]]"
256,[ 2.43124459 -0.84991078  1.3160469   0.37930623  0.21763032  2.84546378 -1.59632359 -2.76413085  1.22985394  0.04940612  0.95260952  1.28500055 -1.2312525   0.46931094 -0.06992528 -0.28066301  0.71116051  0.          0.        ],"[[-3.35048682  2.22078588  1.90374815]
 [-1.79859499  2.19123121  2.15976575]]"
257,[ 0.06897754 -0.6291747   1.14582526 -0.02935604 -0.64559617  0.16437842  1.06825987 -0.755269    1.30424387  0.45294235 -2.69533161 -1.05687441 -1.37970423  0.4109667   2.36164711 -0.06411556  0.68859745  0.          0.        ],"[[-1.53382096  2.38242636  1.57004014]
 [-2.56401784  1.59923323  2.31980225]]"
258,[ 1.72220838e-01 -7.26026280e-01  2.34977284e+00 -1.27983862e+00 -1.75935466e-01  1.18338474e-01  2.75756880e-04  1.22416256e+00 -6.14559767e-02  4.20081182e-01  2.35639358e+00  1.27011777e+00 -1.39170498e+00  1.51462438e+00 -8.61693305e-01  9.21822150e-02  9.38499872e-01  0.00000000e+00  0.00000000e+00],"[[-1.40762977  2.16382503  1.64093651]
 [-3.4629075   1.77425341  1.39509571]]"
259,[ 2.25964287  0.18830478  0.02430032  1.02464972 -0.08162144 -1.88208331 -0.63033557  2.70857522 -0.48099114  1.85011249  1.24113139 -0.79517237 -2.27429181 -0.7179317   0.12275351  0.90825873  1.26872656  0.          0.        ],"[[-3.33463688  2.49910728  2.18753966]
 [-2.38893911  1.03534176  2.02487457]]"
260,[ 2.30830129 -1.00741686  1.79535634  2.62682366 -0.54051083  1.98388189 -0.06584398  0.87428179  0.78876102  1.52840541  1.26814663 -0.16867795  0.90095998  1.55204317  2.39918983 -0.27060782  0.74737134  0.          0.        ],"[[-3.12315113  2.57809376  2.06655354]
 [-2.07050883  1.84984189  1.98815469]]"
261,[ 2.9128159  -0.56661407  0.63200562 -1.48602072  0.37775827  0.302501   -1.18925422  1.68190745  0.05988537  1.98266449  0.76097826 -0.26753981  2.20916697 -1.24711864 -1.88176178  1.27665895 -0.61724427  0.          0.        ],"[[-3.32332962  2.10791431  2.16919916]
 [-1.7901781   1.4413684   1.67691284]]"
262,[ 1.46091029 -0.68435784  1.58812126  1.95909247 -1.80482595  1.49149282  0.11498438 -2.39852126 -0.70768375  0.27980921 -2.40211947 -0.61160635  1.80959133 -0.55039001 -1.34728777  0.87311738  0.97504069  0.          0.        ],"[[-3.53995002  1.95804201  1.68771016]
 [-2.26347414  1.67221083  2.11838179]]"
263,[-0.18038201  0.07646225  0.23052717 -1.5499375  -0.4656268  -0.64629703  0.65155152  1.85128851 -0.65357948 -0.40888759  1.16109873  0.28928331  0.54335273 -0.28970497 -2.26714734  0.5192629   0.47777975  0.          0.        ],"[[-1.62677576  1.5187571   1.84032955]
 [-3.5923632   2.11856894  2.03858018]]"
264,[-0.99613859 -0.49461187  2.27806276 -0.11271503 -0.35251598 -1.88370521 -1.84419414  2.4201444   0.49473235  1.41502493 -2.43453308 -1.13211363  1.91031515 -0.96585686 -1.01279803  0.11625975  0.02854037  0.          0.        ],"[[-1.78845971  1.72534093  1.70885107]
 [-2.8238184   1.69729027  1.68237404]]"
265,[-0.78062728 -0.75800239  2.03593031 -1.81056828  0.60670909 -2.06392597  0.90782186 -0.38584537 -0.41345044  1.93923547 -2.30892598 -1.30185758  1.47692035  1.03759954 -0.55785549  1.10078163  1.2610567   0.          0.        ],"[[-1.65557165  1.83972485  1.84334356]
 [-3.15157752  2.06654196  1.88526664]]"
266,[ 1.75517013 -0.84606916  1.43623012 -1.22617224  1.22291095  2.77603645  0.44967753 -0.77292048  0.04031199  0.9553959  -0.96288663 -0.19913644 -2.07270504  0.6151323   2.7392974  -0.08157035 -0.02690574  0.          0.        ],"[[-3.46559265  2.10499592  1.94240943]
 [-1.97758464  1.12598456  1.83407017]]"
267,[ 0.61238859 -0.34285195  2.16381341 -0.56076165  0.45647606  2.5631357  -0.99128848 -1.38313246  1.11040039 -0.25979682  2.59408253 -1.01385981  0.61121394  1.0140556   2.13245238 -0.45362891  1.02221039  0.          0.        ],"[[-1.95147072  2.91067525  1.52604183]
 [-3.12613046  1.85291084  1.96034954]]"
268,[ 0.67009836 -0.36879204  1.93203544  1.0824948   0.52036295 -0.35811315  0.29134069 -0.26534206 -0.40899286  1.19949003 -2.36875245  1.49182761 -0.90450127 -0.24524535  2.82800083  0.00681707 -0.73111484  0.          0.        ],"[[-1.84163825  2.66077836  1.89347458]
 [-3.58330013  2.51047228  0.91611261]]"
269,[ 0.89679899 -0.47190184  1.46887414  1.69561583  0.56874356  0.55547006  0.51009416  2.85903074  0.70901289  1.19191167 -2.68504808  1.11376234 -0.19338382 -1.58220023  2.16198464  0.61478244  0.66419334  0.          0.        ],"[[-1.79827734  2.15966569  1.81973786]
 [-3.56512063  2.20096156  1.38104092]]"
270,[-0.14749781 -1.43997558  2.33813452 -0.97815518  1.1771994  -1.61152602 -0.28187115  2.23745945  1.1739653   1.44062489  0.43244781 -1.68040168  1.63234806  0.98136389 -2.08267089  0.01037471  0.18694376  0.          0.        ],"[[-2.02736063  2.60624703  1.78189433]
 [-3.44734882  2.46500446  0.85233086]]"
271,[ 1.33642162 -0.87371974  1.74458625  2.59209575 -0.49005473 -1.46763567  0.8386542   0.65331311 -0.16201538  0.9348698   0.66613715 -1.27948597  0.13968135 -0.0117681  -1.25719464 -0.3228352  -0.49333713  0.          0.        ],"[[-2.99640934  2.45211034  2.14985795]
 [-3.45717652  1.41270524  1.03763288]]"
272,[ 2.50057108 -1.46204631  1.82830418  1.64607695 -0.42350165 -1.01589646  0.1436163  -0.13776933 -0.01084061  0.6123824  -2.34770817 -1.2499603  -2.67780044 -0.6927276  -2.30140595  0.54706384  0.66343711  0.          0.        ],"[[-3.58345932  2.35528923  1.77574998]
 [-1.71978825  2.54151552  1.72227466]]"
273,[ 1.83527943 -0.77020357  1.55796271  1.61914466  1.72770666 -0.71602548 -0.33912843 -1.52053712 -0.64250979 -0.1893906   1.23773413 -0.46566964 -0.55534701  1.63150085  0.42421942  0.17109751  0.50013073  0.          0.        ],"[[-1.77648449  2.43440754  1.21006853]
 [-3.16158003  1.57326856  1.80793431]]"
274,[ 1.83111043 -0.68986681  1.86695281  1.64296926  1.06645519 -1.11793958 -0.86056451 -0.959775    0.33105576 -0.26066996  2.52211766 -0.72190291 -0.59581477 -0.94105571 -1.4988549   0.28071753 -0.12955649  0.          0.        ],"[[-1.9391723   2.51870596  1.26516963]
 [-2.91975672  1.04001335  1.85705411]]"
275,[ 2.44193976 -1.40102023  2.21518462  0.91644509 -0.47766218  0.69353881  1.7362287  -0.92216398  0.16870209  1.87155501  1.15883211  1.14917567  2.85318854 -1.61082358  1.38965828 -0.35612374  2.08457887  0.          0.        ],"[[-3.22125377  2.17707077  1.77522809]
 [-2.20178141  2.10558097  1.89462841]]"
276,[ 3.16699208 -0.58851795  1.51547977 -0.49479331 -0.0370371  -2.37158598 -0.27241665 -0.45141152 -0.50725249  2.22985562 -1.73956957 -0.40890872  2.77819196  1.55598824 -2.33062425 -0.19756245  2.05115484  0.          0.        ],"[[-3.36508756  1.71331068  1.9606788 ]
 [-2.11388757  2.0031249   2.07588606]]"
277,[ 1.77629566 -0.33786243  0.48386294  0.77338013 -0.42690448 -2.45786758 -0.77920005 -0.57379495  0.26479068  1.9328257   0.17192428 -0.22448435 -2.81023049 -0.77445363  2.8388235   0.35021817  0.28112277  0.          0.        ],"[[-2.79813286  2.75402612  2.09202132]
 [-2.70261981  0.98049582  2.04612105]]"
278,[-0.11338104 -1.1113611   2.1474929  -1.82094638  0.32554724  0.2970592  -0.3298486   0.69544525  0.93331778  0.90104689 -2.0873551   1.33187991  0.4007575  -0.53703033  0.37142014  1.32710993  1.25679602  0.          0.        ],"[[-1.58541817  2.05489135  1.84104957]
 [-3.14398919  2.81442389  1.35336144]]"
279,[ 2.97462088 -1.10377012  1.84279218 -0.00450525  0.49933838 -2.10522369 -0.92183673  2.29913572  0.55317472  1.61912338  1.55728507  0.50507694 -2.27459399  1.38539124  0.59272065 -0.17935376 -0.22161705  0.          0.        ],"[[-3.16290342  1.91708485  2.14825954]
 [-1.60225913  1.68059037  1.51453034]]"
280,[ 2.96918328 -0.35346019  2.06021736 -1.09932145 -0.44606276  2.15987012  1.4844929  -1.83422436  0.55910446  1.93185016 -0.53996692 -0.17012773 -1.74016443  0.82911517  2.18925799 -0.77212995 -0.01711521  0.          0.        ],"[[-3.3176715   2.06448045  1.77383607]
 [-1.46394218  1.75166214  1.31590789]]"
281,[-0.63871644 -1.53032776  2.2403235  -0.05127007  0.72139105 -2.74270563 -0.24617475 -1.15023458 -0.086336    1.74992819  1.83331681 -0.43300795 -1.77148282 -1.34920542 -1.47806177  0.93286867  0.92737511  0.          0.        ],"[[-2.10656887  2.00439398  2.04211366]
 [-3.26664753  2.16194686  1.66764892]]"
282,[ 2.66731938 -1.04374906  1.48513118 -0.53748919 -0.18593698 -1.5021109   0.17995199  1.1222797   1.15873485  0.75331088  2.04486222 -1.34106674  1.05726024  0.11770349  1.99305195  0.78715345  1.66354629  0.          0.        ],"[[-3.30169508  2.8160916   1.71589692]
 [-2.51413223  1.34999655  1.99958504]]"
283,[ 3.06654916 -0.49172454  0.96444622  2.77450729 -0.41542088  1.29646514 -0.10224873  1.63973148  0.42183689  0.92766347  0.11531892 -0.63439454  2.90230907  0.06993442 -2.59802861  1.03895249 -0.08054934  0.          0.        ],"[[-3.41577053  2.00420907  2.31336187]
 [-1.44763059  1.97810945  1.47442294]]"
284,[ 2.18435624 -0.79234021  2.09738134 -1.45461786  1.48291612 -1.9369036  -0.54734295 -2.5943292   0.08350627 -0.28223382  1.23077174  1.0874095  -0.57053174  0.91299651  0.69824761  0.02252374  1.33754272  0.          0.        ],"[[-3.50752743  1.45475857  1.33039599]
 [-2.1472972   1.61614808  1.99269195]]"
285,[ 2.89304459 -0.89648493  1.45717038  0.54633906  0.71478916  0.31046695 -1.23091138 -1.55762053  0.29907617 -0.31503728 -0.02689309 -1.08759389  2.57699351  0.99753375 -2.39152127  0.66478532 -0.22592738  0.          0.        ],"[[-3.09362939  2.79988572  1.804609  ]
 [-1.63037662  2.18662486  1.39909719]]"
286,[-1.24319197 -0.64194508  0.97722667  2.02742713  1.20575347 -2.79016737 -0.34431444  0.50231443  0.11967755 -0.22950415 -1.06566977  1.31433798 -0.00958365 -0.69044081  0.78371925  0.47069588  1.53375587  0.          0.        ],"[[-3.22028707  1.1849315   1.58837619]
 [-2.13305927  2.43967546  2.20204715]]"
287,[-0.16433958 -1.55357707  2.06370409 -0.3577946  -0.88771133 -1.19112648 -0.55159007  1.62882062  0.23259021  0.18907532 -2.64303631  0.2490877  -1.37687806  0.97980211  0.097398    0.20688553  2.2666348   0.          0.        ],"[[-1.51042785  1.37737242  1.2926206 ]
 [-3.260125    2.09296976  1.7835839 ]]"
288,[-0.39613096 -0.2318631   1.16587791 -2.50226406 -0.10830198 -0.14799489 -1.3918702  -2.86491259  0.88224126  0.65816071 -1.9174751   0.38234782  1.08440347  0.37074147  1.21315782  0.66423693  0.19747211  0.          0.        ],"[[-1.58715207  2.35217224  1.95728935]
 [-3.32722608  3.00539315  1.64549362]]"
289,[-1.75145265 -0.72261572  1.99510277 -1.72754762 -1.06816054  2.91032624 -0.84226456 -1.43738437  1.00916366 -0.56853217 -1.38287661  1.64913055  0.11118535 -0.9222736   1.24970517  0.3877834   0.98097475  0.          0.        ],"[[-3.28752109  1.66780318  1.36984281]
 [-1.68028568  1.89022863  1.80734803]]"
290,[ 1.73605742 -1.34502098  1.7101746   1.13421976  0.69496444  2.62998173  1.18666231  1.75709202 -0.70678998 -0.29245451  2.36798216 -0.8290129  -0.60985819  0.24583042 -1.55298304  0.49957694  1.276169    0.          0.        ],"[[-1.84122864  2.85837132  1.45198141]
 [-2.7654682   1.39693986  2.11925344]]"
291,[-1.14479565 -0.68464138  1.16208125  2.33586015  1.8333823   1.99719913 -0.38613658  2.43189232  0.31576047 -0.54838196  0.45822     0.56687907 -2.77855662 -0.12371404 -2.32495867 -0.36460404  1.39971058  0.          0.        ],"[[-3.09080845  1.33759085  1.11736154]
 [-2.82865358  2.62373566  2.31631028]]"
292,[ 0.73898933 -0.86636473  1.22479377  2.36882104 -0.6074792  -0.44846828  0.2263248  -1.14426098  0.06688757  0.93718041  2.11085365 -1.22636311  0.28318215 -0.31142837 -1.71842084  1.04610337  0.49892312  0.          0.        ],"[[-2.23026707  2.79428171  2.23234688]
 [-3.38217196  2.23615949  1.88018567]]"
293,[ 3.15500844 -1.43817574  1.9413823  -2.1055785  -0.25473823  1.1630501  -0.57257158 -2.41618788  0.07770246  1.8530606  -1.07136521  1.10323927 -2.58732916  1.10938062 -1.63583172 -0.20301222  1.76761407  0.          0.        ],"[[-3.12650104  2.30485913  1.99682694]
 [-2.13183779  1.69423483  2.02475528]]"
294,[ 2.65962742 -0.65440496  1.68159345  1.8719205  -0.31338696  1.99273475  0.37204518  2.02093674  0.54793486  0.35402126  1.07764575 -0.24986939  0.09666081 -0.92978305 -1.29736093 -0.03111467 -0.31174801  0.          0.        ],"[[-3.59254544  2.38690598  1.8741509 ]
 [-1.64647035  1.30972107  1.4729273 ]]"
295,[ 3.45172433 -1.29805315  1.78055261 -0.89818234 -0.58789285 -1.16150463  0.76192298  2.13205553  0.76174647 -0.7042717  -0.41295902 -0.33210649  0.37799795 -0.6084968  -0.30619531  0.71965759  0.36116518  0.          0.        ],"[[-3.59344375  2.37052726  1.25467601]
 [-1.84970426  2.83449906  1.53796059]]"
296,[ 2.76542723 -1.00448811  2.35284219 -1.62157656  1.28751447 -2.30542732  1.93769645 -2.82612474 -0.33938905  1.61007754  1.03143525 -1.04382364 -0.60760675  0.0921143   0.08712153  0.92791597 -0.06161163  0.          0.        ],"[[-3.27133206  2.00203505  1.64163623]
 [-1.98036353  0.98771957  1.17072038]]"
297,[-1.73204703 -1.40815226  1.91385338  2.73635388  1.30901585  1.09525864 -0.46602793  2.57839133  0.63249714 -0.56315525 -0.88638407  0.82245822 -0.74534695 -0.20262999  2.79813216 -0.41330881  0.74110201  0.          0.        ],"[[-3.12933289  1.09501025  1.01793406]
 [-1.98520583  2.35810393  2.06753784]]"
298,[-1.64694081 -0.74459936  2.2027156   1.17395016  0.99142422 -0.09569077 -0.39910243 -2.58289039  1.02414594  0.86973195  0.40386542 -1.08837778  0.34741552 -0.10035036 -1.3162208  -0.59623808 -0.7608323   0.          0.        ],"[[-3.22984427  1.65492136  1.62336805]
 [-1.87437338  2.90370569  0.93096146]]"
299,[ 2.52470456 -0.2575867   1.31041521  0.09472567  0.68488248  1.63748834 -0.55318452 -1.56466282 -0.50529934  0.84705016 -1.65349648 -0.83582761 -1.43384716  1.22829164  2.58364448 -0.1490725  -0.50482754  0.          0.        ],"[[-3.51099658  2.30329318  2.07744441]
 [-2.05508438  2.26205893  1.58194071]]"
300,[ 1.92534584 -0.70648788  1.07051584 -1.85588672  1.74135967  0.85490052 -0.05633368  0.84279666 -0.72541986 -0.23253745  0.85014478  1.7747419   0.98421476  0.16346837 -2.81815576 -0.67335554  0.40091991  0.          0.        ],"[[-3.4520441   1.82228446  1.32553335]
 [-1.97430525  2.46683219  1.97762047]]"
301,[-2.2292278  -0.55165228  1.66571788  1.52174283  0.7963037   1.4768872  -0.92015546  1.9228149   0.92391808  1.48626742  1.56936145 -0.89664463  0.69775633  0.54969927 -2.94128461  0.55689951  1.25309596  0.          0.        ],"[[-3.31413886  1.46758263  1.77979295]
 [-1.54581038  2.24925845  1.88705877]]"
302,[-1.78777514 -0.09780733  0.959333    1.47537099  0.00518901  2.03699723  1.51408607  2.87411335  1.38991129 -0.44599146  2.75460475  0.19220658 -2.6756743   1.5818044   0.22339137 -0.16132568  0.02851502  0.          0.        ],"[[-2.82921161  1.54298396  1.70694594]
 [-1.60721727  2.43040705  1.76539336]]"
303,[-2.26199696 -1.42766836  1.79043376 -1.02513121 -1.16400428 -0.06842499 -0.29839114  1.14367433 -0.58384901 -0.0574143  -1.49865342  0.83831954 -0.37989023  0.85559871  2.00791378 -0.7561416  -0.19611308  0.          0.        ],"[[-3.76103196  1.99024942  1.32722783]
 [-1.59957584  2.39797839  1.44207506]]"
304,[-0.48790413 -0.22330099  1.21181692 -2.91406417  0.57569161 -1.85205261 -0.0847609  -1.23980595 -0.54396211 -0.02720022 -0.87697778 -0.54667969 -0.95042429 -0.06990601  1.72693416 -0.40734199  0.13754489  0.          0.        ],"[[-1.26178958  1.80570782  1.470746  ]
 [-3.56459235  2.51902564  1.67523771]]"
305,[-0.43633926 -0.56976174  0.65409034  1.2647566   0.1083188   1.01481785  0.84836408 -1.28428747 -0.36214909  1.51867456 -1.63074421 -0.42617619  0.47812902  0.96055788  1.5738948   0.7643787  -0.61077832  0.          0.        ],"[[-1.90800938  1.39399826  2.21690069]
 [-3.63614038  2.13448559  1.69835707]]"
306,[ 0.9313485  -0.92330609  1.85830558  2.77035157  1.35652016  1.03031996 -1.52225439  2.39563397  0.16446687  0.17733795  1.65106649 -1.27232859  0.6783668  -0.65466726 -1.20338594  1.19208089 -0.51639077  0.          0.        ],"[[-2.10922499  2.92086015  1.32111675]
 [-3.56954731  2.11136897  1.33355562]]"
307,[ 0.46920046 -0.68997562  2.30084461  2.08424469 -0.57961228  1.76561783 -0.43049098  1.82052612  0.8849122   1.32219476 -0.36543574  0.90783837  1.99365016  0.53238755 -1.25852255  0.1935087   1.53851166  0.          0.        ],"[[-2.11932618  2.88945252  1.84241419]
 [-3.01807911  2.31694898  2.08383625]]"
308,[-1.89648093 -0.81316753  0.91369249 -1.22544966  0.41575118 -2.68672509  0.26152534 -0.31910036 -0.730569    1.90200675  2.77377896  1.58626083 -2.75593407 -1.37814227  1.14842614 -0.25749908 -0.16806037  0.          0.        ],"[[-2.54120375  1.24197972  2.11625939]
 [-3.19917145  2.46415138  1.24803946]]"
309,[ 1.69558135 -0.45522724  0.89966548 -1.42475668  1.98208172  1.68151031  0.45619273  0.54539566  0.5434171  -0.2887588  -2.44501386 -0.56439057  2.51533962 -1.79033054 -1.06664977 -0.44636388 -0.327381    0.          0.        ],"[[-3.42122612  1.69993882  1.50432442]
 [-1.95451958  1.73909915  1.74938604]]"
310,[ 1.75425785 -0.88776072  2.03208733 -1.5276909   0.7897772   0.47013869  1.0160526   1.93071989  0.46953489 -0.50252687 -2.8617236   0.46650584 -1.22537542  1.38085308 -1.18910736 -0.57067881  1.38157294  0.          0.        ],"[[-3.40779586  2.77735013  1.24904789]
 [-2.45365964  1.17610221  1.82619808]]"
311,[-0.26584453 -1.45271913  2.09776759 -1.39987682  1.73695206 -1.07205815  1.9503845   2.9479556   0.03747441 -0.24248328  0.62076724  0.97139018  2.71965066  0.0402071  -1.92574229 -0.09174895  2.13284467  0.          0.        ],"[[-1.79242191  2.05899143  1.46121128]
 [-3.08734742  1.87972881  2.0194807 ]]"
312,[-0.16672738 -0.26233877  0.30897593  0.22464118  0.33287459  1.29024138 -0.38011244 -2.01822163  1.18832093  0.58738887  1.63830873 -0.38425579 -1.08062036 -0.48518459 -1.01552473  0.54265077  0.4186466   0.          0.        ],"[[-1.73106362  1.59335927  2.14762164]
 [-3.59381038  2.27135086  2.00922082]]"
313,[ 1.06533326 -0.68700985  1.95835843 -1.23649691 -1.35953295 -0.84226897 -0.59614848  2.18431866 -0.47118415  0.42836177  1.47174972 -1.41077718 -1.69796283 -1.51601388  0.33524448 -0.32501253  0.69936049  0.          0.        ],"[[-1.64633497  2.31966896  1.4743931 ]
 [-3.45871215  1.62286618  1.66057705]]"
314,[ 2.2392627  -0.63810684  2.12888355  0.35529634  0.02504411 -2.4552756  -1.02890441  1.40157839  0.51111716  1.46482831  1.29975578  0.38988238  0.33942102  0.37525267 -2.25099344  0.108302    0.9976318   0.          0.        ],"[[-3.25146877  2.49018256  1.9379085 ]
 [-1.88010858  1.48463497  1.89953211]]"
315,[ 2.41817054 -0.9879268   1.42450676 -1.71151729  1.78447152  1.35287589 -1.45726996  0.15675142  0.65986434  0.77046824  1.93121593 -0.29366701  2.05066375 -0.11754479 -2.96359944 -0.544972    0.79882953  0.          0.        ],"[[-3.33795833  2.18743189  1.64330978]
 [-2.13003024  1.1488358   2.04057695]]"
316,[ 0.00683832 -0.47459884  2.13852966 -1.27885996  1.2554937   2.74550134  0.61772094 -2.67691499  0.84755309  2.00276294 -1.71174002 -1.11357126  0.33155772 -0.47344454  0.50038384 -0.22691936  0.36192652  0.          0.        ],"[[-2.16277482  2.84440847  1.75698852]
 [-2.94125623  1.46029193  1.73385262]]"
317,[ 0.87904789 -1.25056389  2.21980076 -0.4341251   0.65282637  2.20839771  0.79211386 -1.37981626  0.44353217  1.67323551 -2.35615085  0.31097506 -0.31645213 -1.61870773 -2.94552997  0.84206491  0.49004047  0.          0.        ],"[[-2.39211807  2.5417799   2.09624286]
 [-3.4229621   1.98242551  1.56529367]]"
318,[ 2.87862396 -0.51238516  1.20042865 -1.33639581  0.02369517  2.31175753  1.07980088 -2.60076375 -0.05237197  1.81749682  1.71363573  0.28821398 -1.49853428  0.06871065  0.27466992 -0.7436093   0.61563896  0.          0.        ],"[[-3.24806213  2.05059119  2.18120133]
 [-1.53693737  1.71767501  1.98493264]]"
